4,50
4,78
5,50
5,78
6,50
6,79
7,50
7,81
8,50
8,81
9,50
9,83
10,50
10,83
11,50
11,83
12,49
12,86
13,49
13,86
14,49
14,86
15,49
15,86
16,49
16,86
17,49
17,86
18,49
18,86
19,41
19,86
20,41
20,86
21,41
21,85
22,39
22,81
23,39
23,81
24,36
24,83
25,36
25,83
26,36
26,83
27,31
27,88
28,31
28,88
29,31
29,89
30,31
30,89
31,31
31,89
32,23
32,89
33,23
33,89
34,23
34,89
35,11
35,89
36,11
36,89
37,8
37,89
38,8
38,89
39,8
39,89
40,8
40,89
41,8
41,89
42,8
42,89
43,8
43,89
44,8
44,89
45,3
45,89
46,3
46,89
47,3
47,89
48,3
48,89
49,3
49,89
50,8
50,89
51,8
51,89
52,8
52,89
53,8
53,89
54,8
54,89
55,8
55,89
56,8
56,89
57,8
57,89
58,8
58,89
59,8
59,89
60,11
60,89
61,11
61,89
62,11
62,89
63,13
63,89
64,13
64,89
65,18
65,89
66,18
66,89
67,18
67,89
68,28
68,89
69,28
69,89
70,28
70,89
71,26
71,89
72,26
72,89
73,26
73,89
74,26
74,89
75,26
75,89
76,26
76,88
77,26
77,88
78,26
78,86
79,26
79,86
80,26
80,86
81,28
81,83
82,28
82,83
83,28
83,76
84,28
84,76
85,28
85,76
86,33
86,76
87,33
87,76
88,50
88,73
89,50
89,73
90,50
90,73
91,50
91,68
92,50
92,68
93,50
93,67
